id,minute,result,X,Y,NewX,NewY,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,Minute
455104,65,BlockedShot,0.859000015,0.475999985,103.0800018,38.0799988,0.106154256,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16596,Arsenal,Burnley,0,0,1/23/2022 14:00,Alexandre Lacazette,Pass,65
458241,38,MissedShots,0.869000015,0.612999992,104.2800018,49.03999936,0.055212744,Emile Smith-Rowe,h,7230,FromCorner,2021,LeftFoot,16626,Arsenal,Brentford,2,1,2/19/2022 15:00,,None,38
458245,47,Goal,0.865999985,0.641999969,103.9199982,51.35999752,0.069195025,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16626,Arsenal,Brentford,2,1,2/19/2022 15:00,Alexandre Lacazette,Pass,47
463282,81,SavedShot,0.97,0.661999969,116.4,52.95999752,0.206273243,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16656,Arsenal,Leicester,2,0,3/13/2022 16:30,Granit Xhaka,Pass,81
463615,68,BlockedShot,0.893000031,0.330999985,107.1600037,26.4799988,0.043608896,Emile Smith-Rowe,h,7230,OpenPlay,2021,RightFoot,16636,Arsenal,Liverpool,0,2,3/16/2022 20:15,,None,68
463817,2,MissedShots,0.850999985,0.542999992,102.1199982,43.43999936,0.092355721,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16666,Aston Villa,Arsenal,0,1,3/19/2022 12:30,Martin Odegaard,Pass,2
463819,17,MissedShots,0.955,0.44,114.6,35.2,0.591906369,Emile Smith-Rowe,a,7230,OpenPlay,2021,LeftFoot,16666,Aston Villa,Arsenal,0,1,3/19/2022 12:30,Bukayo Saka,Pass,17
463822,47,SavedShot,0.783000031,0.549000015,93.96000372,43.9200012,0.01105383,Emile Smith-Rowe,a,7230,FromCorner,2021,RightFoot,16666,Aston Villa,Arsenal,0,1,3/19/2022 12:30,C�����������������,Chipped,47
466234,62,SavedShot,0.916999969,0.630999985,110.0399963,50.4799988,0.299654901,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16682,Crystal Palace,Arsenal,3,0,4/4/2022 19:00,,Dispossessed,62
466702,36,BlockedShot,0.930999985,0.650999985,111.7199982,52.0799988,0.059368491,Emile Smith-Rowe,h,7230,OpenPlay,2021,LeftFoot,16695,Arsenal,Brighton,1,2,4/9/2022 14:00,,None,36
468168,60,BlockedShot,0.848000031,0.542999992,101.7600037,43.43999936,0.025980197,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16700,Southampton,Arsenal,1,0,4/16/2022 14:00,,Aerial,60
468172,72,SavedShot,0.919000015,0.542000008,110.2800018,43.36000064,0.090932719,Emile Smith-Rowe,a,7230,OpenPlay,2021,LeftFoot,16700,Southampton,Arsenal,1,0,4/16/2022 14:00,,None,72
469402,26,Goal,0.818000031,0.517999992,98.16000372,41.43999936,0.069316797,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16618,Chelsea,Arsenal,2,4,4/20/2022 18:45,Martin Odegaard,Pass,26
469407,44,MissedShots,0.849000015,0.5,101.8800018,40,0.098755099,Emile Smith-Rowe,a,7230,OpenPlay,2021,RightFoot,16618,Chelsea,Arsenal,2,4,4/20/2022 18:45,Martin Odegaard,TakeOn,44
